station_name,amphoe,tambon,station_id,station_type,cand_number,candidate_name,party_name,color_hex,score
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 3,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,4
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 3,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 4,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,7
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 4,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,309
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 4,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,12
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 4,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,1
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 4,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,29
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 4,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,1
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 5,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,9
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 5,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,295
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 5,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,10
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 5,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,0
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 5,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,14
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 5,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,2
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 6,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,7
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 6,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,250
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 6,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,3
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 6,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,0
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 6,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,1
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 6,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,4
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 7,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,274
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 7,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,279
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 7,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,2
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 7,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,9
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 7,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,1
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 7,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 8,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,0
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 8,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,133
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 8,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,5
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 8,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,4
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 8,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,0
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 8,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 9,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,0
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 9,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,167
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 9,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,4
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 9,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,0
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 9,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,4
election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9,อำเภอน้ำขุ่น,ตำบลขี้เหล็ก,หน่วยที่ 9,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,1
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 10,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,15
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 10,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,397
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 10,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,18
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 10,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,0
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 10,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,20
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 10,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,1
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 11,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,6
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 11,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,90
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 11,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,0
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 11,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,0
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 11,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,0
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 11,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 12,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,0
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 12,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,355
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 12,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,6
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 12,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,1
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 12,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,11
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 12,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,2
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 13,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,3
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 13,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,202
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 13,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,12
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 13,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,1
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 13,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,1
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 13,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 14,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,8
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 14,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,255
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 14,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,5
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 14,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,0
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 14,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,4
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 14,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,2
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 15,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,3
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 15,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,184
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 15,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,3
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 15,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,4
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 15,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,8
election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15,อำเภอน้ำขุ่น,ตำบลตาเกา,หน่วยที่ 15,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 1,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,7
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 1,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,190
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 1,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,6
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 1,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,1
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 1,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,4
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 1,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,2
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 10,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,0
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 10,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,261
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 10,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,8
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 10,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,2
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 10,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,6
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 10,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 11,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,9
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 11,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,151
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 11,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,5
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 11,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,3
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 11,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,9
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 11,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 12,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,1
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 12,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,121
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 12,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,0
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 12,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,3
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 12,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,2
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 12,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 2,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,4
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 2,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,90
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 2,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,3
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 2,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,0
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 2,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,2
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 2,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,0
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 3,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,1
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 3,election_day,2,นายสมศักดิ์ บุญประชม,เพื่อไทรวมพลัง,#ff66cc,237
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 3,election_day,3,นายวัชรพล เชื้อคง,เพื่อไทย,#e0002b,9
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 3,election_day,4,นางสาวมิลิณ กำเนิดสิงห์,พลังประชารัฐ,#1f56a3,0
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 3,election_day,5,นายสิโรตม์ แสนทวีสุข,ประชาชน,#f47933,1
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 3,election_day,6,นายยิ่ง ภูผา,ประชาธิปัตย์,#00a2e8,1
election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 4,อำเภอน้ำขุ่น,ตำบลโคกสะอาด,หน่วยที่ 4,election_day,1,นายเกษม ฉิมพลี,ภูมิใจไทย,#212b6b,8
