station_name,amphoe,tambon,station_id,station_type,party_number,party_name,score
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,40,ไทยธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,41,แผ่นดินธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,42,กล้าธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,43,พลังประชารัฐ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,44,โอกาสใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,45,เป็นธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,46,ประชาชน,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,47,ประชาไทย,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,48,ไทยสร้างไทย,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,49,ไทยก้าวใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,50,ประชาอาสาชาติ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,51,พร้อม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,52,เครือข่ายชาวนาแห่งประเทศไทย,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,53,ไทยพิทักษ์ธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,54,ความหวังใหม่,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,55,ไทยรวมไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,56,เพื่อบ้านเมือง,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 6,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 6,election_day,57,พลังไทยรักชาติ,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,1,ไทยทรัพย์ทวี,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,2,เพื่อชาติไทย,3
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,3,ใหม่,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,4,มิติใหม่,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,5,รวมใจไทย,3
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,6,รวมไทยสร้างชาติ,3
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,7,พลวัต,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,8,ประชาธิปไตยใหม่,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,9,เพื่อไทย,43
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,10,ทางเลือกใหม่,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,11,เศรษฐกิจ,29
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,12,เสรีรวมไทย,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,13,รวมพลังประชาชน,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,14,ท้องที่ไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,15,อนาคตไทย,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,16,พลังเพื่อไทย,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,17,ไทยชนะ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,18,พลังสังคมใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,19,สังคมประชาธิปไตยไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,20,ฟิวชั่น,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,21,ไทรวมพลัง,178
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,22,ก้าวอิสระ,3
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,23,ปวงชนไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,24,วิชชันใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,25,เพื่อชีวิตใหม่,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,26,คลองไทย,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,27,ประชาธิปัตย์,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,28,ไทยก้าวหน้า,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,29,ไทยภักดี,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,30,แรงงานสร้างชาติ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,31,ประชากรไทย,5
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,32,ครูไทยเพื่อประชาชน,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,33,ประชาชาติ,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,34,สร้างอนาคตไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,35,รักชาติ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,36,ไทยพร้อม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,37,ภูมิใจไทย,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,38,พลังธรรมใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,39,กรีน,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,40,ไทยธรรม,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,41,แผ่นดินธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,42,กล้าธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,43,พลังประชารัฐ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,44,โอกาสใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,45,เป็นธรรม,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,46,ประชาชน,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,47,ประชาไทย,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,48,ไทยสร้างไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,49,ไทยก้าวใหม่,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,50,ประชาอาสาชาติ,3
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,51,พร้อม,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,52,เครือข่ายชาวนาแห่งประเทศไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,53,ไทยพิทักษ์ธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,54,ความหวังใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,55,ไทยรวมไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,56,เพื่อบ้านเมือง,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 7,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 7,election_day,57,พลังไทยรักชาติ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,1,ไทยทรัพย์ทวี,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,2,เพื่อชาติไทย,20
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,3,ใหม่,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,4,มิติใหม่,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,5,รวมใจไทย,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,6,รวมไทยสร้างชาติ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,7,พลวัต,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,8,ประชาธิปไตยใหม่,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,9,เพื่อไทย,17
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,10,ทางเลือกใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,11,เศรษฐกิจ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,12,เสรีรวมไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,13,รวมพลังประชาชน,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,14,ท้องที่ไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,15,อนาคตไทย,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,16,พลังเพื่อไทย,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,17,ไทยชนะ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,18,พลังสังคมใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,19,สังคมประชาธิปไตยไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,20,ฟิวชั่น,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,21,ไทรวมพลัง,158
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,22,ก้าวอิสระ,4
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,23,ปวงชนไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,24,วิชชันใหม่,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,25,เพื่อชีวิตใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,26,คลองไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,27,ประชาธิปัตย์,9
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,28,ไทยก้าวหน้า,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,29,ไทยภักดี,6
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,30,แรงงานสร้างชาติ,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,31,ประชากรไทย,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,32,ครูไทยเพื่อประชาชน,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,33,ประชาชาติ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,34,สร้างอนาคตไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,35,รักชาติ,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,36,ไทยพร้อม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,37,ภูมิใจไทย,19
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,38,พลังธรรมใหม่,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,39,กรีน,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,40,ไทยธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,41,แผ่นดินธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,42,กล้าธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,43,พลังประชารัฐ,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,44,โอกาสใหม่,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,45,เป็นธรรม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,46,ประชาชน,22
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,47,ประชาไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,48,ไทยสร้างไทย,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,49,ไทยก้าวใหม่,1
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,50,ประชาอาสาชาติ,2
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,51,พร้อม,0
election_data\อำเภอทุ่งศรีอุดม\ตำบลโคกชำแระ\หน่วยที่ 8,อำเภอทุ่งศรีอุดม,ตำบลโคกชำแระ,หน่วยที่ 8,election_day,52,เครือข่ายชาวนาแห่งประเทศไทย,0
