station_name,amphoe,tambon,station_id,station_type,party_number,party_name,score
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,44,โอกาสใหม่,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,45,เป็นธรรม,1
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,46,ประชาชน,303
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,47,ประชาไทย,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,48,ไทยสร้างไทย,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,49,ไทยก้าวใหม่,6
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,50,ประชาอาสาชาติ,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,51,พร้อม,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,52,เครือข่ายชาวนาแห่งประเทศไทย,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,53,ไทยพิทักษ์ธรรม,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,54,ความหวังใหม่,6
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,55,ไทยรวมไทย,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,56,เพื่อบ้านเมือง,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 2,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 2,advance_out,57,พลังไทยรักชาติ,0
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,1,ไทยทรัพย์ทวี,6
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,2,เพื่อชาติไทย,9
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,3,ใหม่,1
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,4,มิติใหม่,3
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,5,รวมใจไทย,9
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,6,รวมไทยสร้างชาติ,8
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,7,พลวัต,1
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,8,ประชาธิปไตยใหม่,3
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,9,เพื่อไทย,1
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,10,ทางเลือกใหม่,1
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,11,เศรษฐกิจ,4
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,12,เสรีรวมไทย,2
election_data\ล่วงหน้านอกเขตเลือกตั้งและนอกราชอาณาจักร\ส.ส.5-17 (บช) ชุดที่ 3,ล่วงหน้านอกเขต,ล่วงหน้านอกเขต,ส.ส.5-17 (บช) ชุดที่ 3,advance_out,13,รวมพลังประชาชน,5
